Date;Region/City;Region/City-Eng;Region_ID;Day-Confirmed;Day-Deaths;Day-Recovered;Confirmed;Deaths;Recovered
08.04.2020;Республика Марий Эл;Mari El Republic;12.00;27.00;0.00;0.00;40.00;0.00;0.00
08.04.2020;Республика Мордовия;The Republic of Mordovia;13.00;7.00;0.00;0.00;13.00;0.00;3.00
08.04.2020;Республика Северная Осетия - Алания;Republic of North Ossetia - Alania;15.00;6.00;1.00;0.00;15.00;1.00;0.00
08.04.2020;Республика Татарстан;Republic of Tatarstan;16.00;0.00;0.00;2.00;41.00;0.00;10.00
08.04.2020;Республика Хакасия;The Republic of Khakassia;19.00;1.00;0.00;0.00;6.00;0.00;1.00
08.04.2020;Республика Коми;Komi Republic;11.00;18.00;0.00;0.00;119.00;3.00;1.00
08.04.2020;Ростовская область;Rostov region;61.00;4.00;0.00;0.00;21.00;0.00;0.00
08.04.2020;Рязанская область;Ryazan Oblast;62.00;15.00;0.00;0.00;32.00;0.00;2.00
08.04.2020;Самарская область;Samara Region;63.00;1.00;0.00;0.00;18.00;0.00;9.00
08.04.2020;Санкт-Петербург;St. Petersburg;78.00;34.00;0.00;11.00;329.00;3.00;43.00
08.04.2020;Саратовская область;Saratov region;64.00;1.00;0.00;0.00;26.00;0.00;1.00
08.04.2020;Сахалинская область;Sakhalin region;65.00;5.00;0.00;0.00;11.00;0.00;4.00
08.04.2020;Свердловская область;Sverdlovsk region;66.00;5.00;0.00;3.00;56.00;0.00;25.00
08.04.2020;Севастополь;Sevastopol;92.00;0.00;0.00;2.00;5.00;0.00;2.00
08.04.2020;Смоленская область;Smolensk region;67.00;4.00;0.00;0.00;7.00;0.00;0.00
08.04.2020;Тамбовская область;Tambov Region;68.00;6.00;0.00;0.00;21.00;0.00;3.00
08.04.2020;Тверская область;Tver region;69.00;4.00;0.00;0.00;12.00;0.00;3.00
08.04.2020;Томская область;Tomsk region;70.00;1.00;0.00;0.00;4.00;0.00;1.00
08.04.2020;Тульская область;Tula region;71.00;5.00;0.00;0.00;54.00;0.00;5.00
08.04.2020;Хабаровский край;Khabarovsk region;27.00;8.00;1.00;0.00;24.00;1.00;0.00
08.04.2020;Ханты-Мансийский АО;Khanty-Mansiysk;86.00;3.00;0.00;1.00;41.00;0.00;3.00
08.04.2020;Чеченская Республика;Chechen Republic;95.00;5.00;0.00;3.00;22.00;1.00;15.00
08.04.2020;Республика Саха (Якутия);The Republic of Sakha (Yakutia);14.00;1.00;0.00;0.00;16.00;0.00;7.00
08.04.2020;Ямало-Ненецкий АО;Yamalo-Nenets Autonomous Okrug;89.00;11.00;0.00;0.00;41.00;0.00;0.00
09.04.2020;Алтайский край;Altai region;22.00;3.00;0.00;0.00;21.00;0.00;0.00
09.04.2020;Амурская область;Amurskaya Oblast;28.00;0.00;0.00;1.00;4.00;0.00;1.00
09.04.2020;Архангельская область;Arkhangelsk region;29.00;10.00;0.00;1.00;24.00;0.00;4.00
09.04.2020;Астраханская область;Astrakhan region;30.00;16.00;0.00;0.00;21.00;0.00;0.00
09.04.2020;Брянская область;Bryansk region;32.00;40.00;0.00;3.00;97.00;0.00;3.00
09.04.2020;Владимирская область;Vladimir region;33.00;24.00;0.00;0.00;38.00;1.00;0.00
09.04.2020;Вологодская область;Vologda Region;35.00;8.00;0.00;0.00;35.00;0.00;0.00
09.04.2020;Ивановская область;Ivanovo region;37.00;13.00;0.00;6.00;60.00;0.00;7.00
09.04.2020;Иркутская область;Irkutsk region;38.00;7.00;0.00;0.00;21.00;2.00;0.00
09.04.2020;Калининградская область;Kaliningrad region;39.00;3.00;0.00;0.00;52.00;0.00;9.00
09.04.2020;Камчатский край;Kamchatka Krai;41.00;3.00;0.00;0.00;5.00;0.00;0.00
09.04.2020;Карачаево-Черкесская Республика;Karachay-Cherkess Republic;9.00;1.00;0.00;0.00;6.00;0.00;0.00
09.04.2020;Кемеровская область;Kemerovo region;42.00;0.00;0.00;1.00;7.00;0.00;3.00
09.04.2020;Кировская область;Kirov region;43.00;8.00;0.00;1.00;28.00;0.00;8.00
09.04.2020;Костромская область;Kostroma region;44.00;3.00;0.00;1.00;12.00;1.00;3.00
09.04.2020;Краснодарский край;Krasnodar region;23.00;20.00;0.00;0.00;105.00;1.00;15.00
09.04.2020;Красноярский край;Krasnoyarsk region;24.00;0.00;0.00;2.00;39.00;0.00;8.00
09.04.2020;Курская область;Kursk region;46.00;10.00;0.00;3.00;20.00;0.00;3.00
09.04.2020;Ленинградская область;Leningrad region;47.00;18.00;0.00;0.00;112.00;0.00;3.00
09.04.2020;Липецкая область;Lipetsk region;48.00;4.00;0.00;0.00;48.00;0.00;5.00
09.04.2020;Магаданская область;Magadan Region;49.00;0.00;0.00;1.00;1.00;0.00;1.00
09.04.2020;Москва;Moscow;77.00;857.00;7.00;43.00;6698.00;38.00;313.00
09.04.2020;Московская область;Moscow region;50.00;199.00;3.00;2.00;748.00;13.00;52.00
09.04.2020;Мурманская область;Murmansk region;51.00;1.00;0.00;3.00;44.00;0.00;5.00
09.04.2020;Нижегородская область;Nizhny Novgorod Region;52.00;7.00;0.00;0.00;87.00;2.00;13.00
09.04.2020;Новгородская область;Novgorod region;53.00;7.00;0.00;1.00;12.00;0.00;2.00
09.04.2020;Новосибирская область;Novosibirsk region;54.00;5.00;0.00;0.00;18.00;0.00;2.00
09.04.2020;Оренбургская область;Orenburg region;56.00;0.00;0.00;3.00;22.00;1.00;4.00
09.04.2020;Орловская область;Oryol Region;57.00;5.00;0.00;0.00;17.00;0.00;3.00
09.04.2020;Пермский край;Perm;59.00;9.00;1.00;0.00;41.00;3.00;6.00
09.04.2020;Приморский край;Primorsky Krai;25.00;5.00;0.00;0.00;20.00;2.00;2.00
09.04.2020;Псковская область;Pskov region;60.00;2.00;0.00;2.00;16.00;2.00;5.00
09.04.2020;Республика Адыгея;Republic of Adygea;1.00;0.00;0.00;2.00;13.00;0.00;2.00
09.04.2020;Республика Башкортостан;Republic of Bashkortostan;2.00;6.00;0.00;0.00;22.00;0.00;5.00
09.04.2020;Республика Бурятия;The Republic of Buryatia;3.00;10.00;0.00;9.00;60.00;1.00;9.00
09.04.2020;Республика Дагестан;The Republic of Dagestan;5.00;13.00;0.00;0.00;57.00;0.00;4.00
09.04.2020;Республика Калмыкия;Republic of Kalmykia;8.00;8.00;0.00;3.00;23.00;0.00;5.00
09.04.2020;Республика Крым;Republic of Crimea;82.00;3.00;0.00;1.00;26.00;0.00;7.00
09.04.2020;Республика Марий Эл;Mari El Republic;12.00;1.00;0.00;2.00;41.00;0.00;2.00
09.04.2020;Республика Мордовия;The Republic of Mordovia;13.00;4.00;0.00;0.00;17.00;0.00;3.00
09.04.2020;Республика Северная Осетия - Алания;Republic of North Ossetia - Alania;15.00;7.00;0.00;0.00;22.00;1.00;0.00
09.04.2020;Республика Татарстан;Republic of Tatarstan;16.00;9.00;0.00;0.00;50.00;0.00;10.00
09.04.2020;Республика Коми;Komi Republic;11.00;31.00;0.00;0.00;150.00;3.00;1.00
09.04.2020;Ростовская область;Rostov region;61.00;3.00;0.00;1.00;24.00;0.00;1.00
09.04.2020;Рязанская область;Ryazan Oblast;62.00;0.00;0.00;1.00;32.00;0.00;3.00
09.04.2020;Самарская область;Samara Region;63.00;0.00;0.00;1.00;18.00;0.00;10.00
09.04.2020;Санкт-Петербург;St. Petersburg;78.00;44.00;1.00;0.00;373.00;4.00;43.00
09.04.2020;Саратовская область;Saratov region;64.00;4.00;0.00;0.00;30.00;0.00;1.00
09.04.2020;Свердловская область;Sverdlovsk region;66.00;3.00;0.00;0.00;59.00;0.00;25.00
09.04.2020;Смоленская область;Smolensk region;67.00;4.00;0.00;1.00;11.00;0.00;1.00
09.04.2020;Ставропольский край;Stavropol region;26.00;3.00;1.00;1.00;42.00;1.00;6.00
09.04.2020;Тверская область;Tver region;69.00;7.00;0.00;0.00;19.00;0.00;3.00
09.04.2020;Тульская область;Tula region;71.00;12.00;0.00;1.00;66.00;0.00;6.00
09.04.2020;Тюменская область;Tyumen region;72.00;1.00;0.00;0.00;19.00;0.00;4.00
09.04.2020;Ульяновская область;Ulyanovsk region;73.00;2.00;0.00;0.00;6.00;0.00;1.00
09.04.2020;Хабаровский край;Khabarovsk region;27.00;0.00;0.00;3.00;24.00;1.00;3.00
09.04.2020;Челябинская область;Chelyabinsk region;74.00;2.00;0.00;6.00;34.00;0.00;10.00
09.04.2020;Республика Саха (Якутия);The Republic of Sakha (Yakutia);14.00;0.00;0.00;1.00;16.00;0.00;8.00
09.04.2020;Ярославская область;Yaroslavl region;76.00;2.00;0.00;1.00;13.00;0.00;2.00
10.04.2020;Белгородская область;Belgorod region;31.00;8.00;0.00;0.00;26.00;0.00;1.00
10.04.2020;Владимирская область;Vladimir region;33.00;4.00;0.00;0.00;42.00;1.00;0.00
10.04.2020;Волгоградская область;Volgograd region;34.00;2.00;0.00;3.00;28.00;0.00;5.00
10.04.2020;Вологодская область;Vologda Region;35.00;3.00;0.00;0.00;38.00;0.00;0.00
10.04.2020;Воронежская область;Voronezh region;36.00;4.00;0.00;0.00;37.00;0.00;9.00
10.04.2020;Еврейская автономная область;Jewish Autonomous Region;79.00;2.00;0.00;0.00;8.00;0.00;0.00
10.04.2020;Иркутская область;Irkutsk region;38.00;1.00;0.00;0.00;22.00;2.00;0.00
10.04.2020;Кабардино-Балкарская Республика;Kabardino-Balkar Republic;7.00;4.00;0.00;1.00;27.00;0.00;2.00
10.04.2020;Калининградская область;Kaliningrad region;39.00;10.00;0.00;0.00;62.00;0.00;9.00
10.04.2020;Калужская область;Kaluga region;40.00;7.00;0.00;0.00;18.00;0.00;2.00
10.04.2020;Карачаево-Черкесская Республика;Karachay-Cherkess Republic;9.00;3.00;0.00;0.00;9.00;0.00;0.00
10.04.2020;Кемеровская область;Kemerovo region;42.00;4.00;0.00;0.00;11.00;0.00;3.00
10.04.2020;Кировская область;Kirov region;43.00;1.00;0.00;0.00;29.00;0.00;8.00
10.04.2020;Костромская область;Kostroma region;44.00;3.00;0.00;0.00;15.00;1.00;3.00
10.04.2020;Краснодарский край;Krasnodar region;23.00;20.00;2.00;0.00;125.00;3.00;15.00
10.04.2020;Курская область;Kursk region;46.00;1.00;0.00;0.00;21.00;0.00;3.00
10.04.2020;Ленинградская область;Leningrad region;47.00;17.00;0.00;0.00;129.00;0.00;3.00
10.04.2020;Липецкая область;Lipetsk region;48.00;7.00;0.00;4.00;55.00;0.00;9.00
10.04.2020;Москва;Moscow;77.00;1124.00;12.00;37.00;7822.00;50.00;350.00
10.04.2020;Московская область;Moscow region;50.00;182.00;0.00;14.00;930.00;13.00;66.00
10.04.2020;Мурманская область;Murmansk region;51.00;23.00;0.00;0.00;67.00;0.00;5.00
10.04.2020;Нижегородская область;Nizhny Novgorod Region;52.00;32.00;0.00;1.00;119.00;2.00;14.00
10.04.2020;Новгородская область;Novgorod region;53.00;6.00;0.00;1.00;18.00;0.00;3.00
10.04.2020;Новосибирская область;Novosibirsk region;54.00;3.00;0.00;6.00;21.00;0.00;8.00
10.04.2020;Омская область;Omsk region;55.00;2.00;0.00;3.00;17.00;0.00;3.00
10.04.2020;Оренбургская область;Orenburg region;56.00;3.00;0.00;0.00;25.00;1.00;4.00
10.04.2020;Орловская область;Oryol Region;57.00;7.00;0.00;0.00;24.00;0.00;3.00
10.04.2020;Пензенская область;Penza region;58.00;15.00;0.00;0.00;67.00;1.00;1.00
10.04.2020;Пермский край;Perm;59.00;4.00;0.00;0.00;45.00;3.00;6.00
10.04.2020;Республика Адыгея;Republic of Adygea;1.00;7.00;0.00;0.00;20.00;0.00;2.00
10.04.2020;Республика Башкортостан;Republic of Bashkortostan;2.00;18.00;0.00;1.00;40.00;0.00;6.00
10.04.2020;Республика Бурятия;The Republic of Buryatia;3.00;1.00;0.00;3.00;61.00;1.00;12.00
10.04.2020;Республика Дагестан;The Republic of Dagestan;5.00;1.00;0.00;0.00;58.00;0.00;4.00
10.04.2020;Республика Ингушетия;The Republic of Ingushetia;6.00;4.00;0.00;0.00;29.00;0.00;0.00
10.04.2020;Республика Крым;Republic of Crimea;82.00;3.00;0.00;0.00;29.00;0.00;7.00
10.04.2020;Республика Марий Эл;Mari El Republic;12.00;22.00;1.00;0.00;63.00;1.00;2.00
10.04.2020;Республика Мордовия;The Republic of Mordovia;13.00;2.00;0.00;0.00;19.00;0.00;3.00
10.04.2020;Республика Северная Осетия - Алания;Republic of North Ossetia - Alania;15.00;5.00;0.00;1.00;27.00;1.00;1.00
10.04.2020;Республика Татарстан;Republic of Tatarstan;16.00;0.00;0.00;1.00;50.00;0.00;11.00
10.04.2020;Республика Тыва;Tyva Republic;17.00;6.00;0.00;0.00;6.00;0.00;0.00
10.04.2020;Республика Хакасия;The Republic of Khakassia;19.00;3.00;0.00;2.00;9.00;0.00;3.00
10.04.2020;Республика Чувашия;Chuvash Republic;21.00;17.00;0.00;0.00;34.00;0.00;1.00
10.04.2020;Республика Коми;Komi Republic;11.00;58.00;0.00;0.00;208.00;3.00;1.00
10.04.2020;Ростовская область;Rostov region;61.00;5.00;0.00;1.00;29.00;0.00;2.00
10.04.2020;Рязанская область;Ryazan Oblast;62.00;6.00;0.00;0.00;38.00;0.00;3.00
10.04.2020;Самарская область;Samara Region;63.00;2.00;0.00;1.00;20.00;0.00;11.00
10.04.2020;Санкт-Петербург;St. Petersburg;78.00;35.00;0.00;0.00;408.00;4.00;43.00
10.04.2020;Саратовская область;Saratov region;64.00;4.00;0.00;1.00;34.00;0.00;2.00
10.04.2020;Свердловская область;Sverdlovsk region;66.00;2.00;0.00;0.00;61.00;0.00;25.00
10.04.2020;Смоленская область;Smolensk region;67.00;2.00;0.00;0.00;13.00;0.00;1.00
10.04.2020;Ставропольский край;Stavropol region;26.00;10.00;0.00;0.00;52.00;1.00;6.00
10.04.2020;Тамбовская область;Tambov Region;68.00;12.00;0.00;0.00;33.00;0.00;3.00
10.04.2020;Тверская область;Tver region;69.00;5.00;0.00;1.00;24.00;0.00;4.00
10.04.2020;Тульская область;Tula region;71.00;5.00;0.00;1.00;71.00;0.00;7.00
10.04.2020;Тюменская область;Tyumen region;72.00;3.00;0.00;0.00;22.00;0.00;4.00
10.04.2020;Удмуртская Республика;Udmurt republic;18.00;2.00;0.00;0.00;11.00;0.00;3.00
10.04.2020;Ульяновская область;Ulyanovsk region;73.00;34.00;0.00;1.00;40.00;0.00;2.00
10.04.2020;Хабаровский край;Khabarovsk region;27.00;4.00;0.00;3.00;28.00;1.00;6.00
10.04.2020;Ханты-Мансийский АО;Khanty-Mansiysk;86.00;0.00;0.00;1.00;41.00;0.00;4.00
10.04.2020;Республика Саха (Якутия);The Republic of Sakha (Yakutia);14.00;0.00;0.00;2.00;16.00;0.00;10.00
10.04.2020;Ямало-Ненецкий АО;Yamalo-Nenets Autonomous Okrug;89.00;0.00;1.00;0.00;41.00;1.00;0.00
11.04.2020;Алтайский край;Altai region;22.00;8.00;0.00;2.00;29.00;0.00;2.00
11.04.2020;Амурская область;Amurskaya Oblast;28.00;2.00;0.00;0.00;6.00;0.00;1.00
11.04.2020;Архангельская область;Arkhangelsk region;29.00;0.00;0.00;1.00;24.00;0.00;5.00
11.04.2020;Белгородская область;Belgorod region;31.00;0.00;0.00;1.00;26.00;0.00;2.00
11.04.2020;Брянская область;Bryansk region;32.00;26.00;0.00;0.00;123.00;0.00;3.00
11.04.2020;Владимирская область;Vladimir region;33.00;6.00;0.00;1.00;48.00;1.00;1.00
11.04.2020;Волгоградская область;Volgograd region;34.00;5.00;0.00;0.00;33.00;0.00;5.00
11.04.2020;Вологодская область;Vologda Region;35.00;1.00;0.00;0.00;39.00;0.00;0.00
11.04.2020;Воронежская область;Voronezh region;36.00;0.00;0.00;1.00;37.00;0.00;10.00
11.04.2020;Забайкальский край;Zabaykalsky Krai;75.00;4.00;0.00;0.00;8.00;0.00;1.00
11.04.2020;Ивановская область;Ivanovo region;37.00;2.00;0.00;0.00;62.00;0.00;7.00
11.04.2020;Иркутская область;Irkutsk region;38.00;6.00;0.00;0.00;28.00;2.00;0.00
11.04.2020;Кабардино-Балкарская Республика;Kabardino-Balkar Republic;7.00;3.00;0.00;0.00;30.00;0.00;2.00
11.04.2020;Калининградская область;Kaliningrad region;39.00;3.00;1.00;3.00;65.00;1.00;12.00
11.04.2020;Калужская область;Kaluga region;40.00;6.00;0.00;1.00;24.00;0.00;3.00
11.04.2020;Камчатский край;Kamchatka Krai;41.00;5.00;0.00;0.00;10.00;0.00;0.00
11.04.2020;Кемеровская область;Kemerovo region;42.00;1.00;0.00;0.00;12.00;0.00;3.00
11.04.2020;Кировская область;Kirov region;43.00;6.00;0.00;1.00;35.00;0.00;9.00
11.04.2020;Краснодарский край;Krasnodar region;23.00;13.00;0.00;10.00;138.00;3.00;25.00
11.04.2020;Красноярский край;Krasnoyarsk region;24.00;21.00;0.00;0.00;60.00;0.00;8.00
11.04.2020;Курская область;Kursk region;46.00;21.00;0.00;0.00;42.00;0.00;3.00
11.04.2020;Ленинградская область;Leningrad region;47.00;5.00;0.00;0.00;134.00;0.00;3.00
11.04.2020;Липецкая область;Lipetsk region;48.00;3.00;0.00;1.00;58.00;0.00;10.00
11.04.2020;Москва;Moscow;77.00;1030.00;8.00;149.00;8852.00;58.00;499.00
11.04.2020;Московская область;Moscow region;50.00;152.00;1.00;3.00;1082.00;14.00;69.00
11.04.2020;Мурманская область;Murmansk region;51.00;0.00;0.00;1.00;67.00;0.00;6.00
11.04.2020;Нижегородская область;Nizhny Novgorod Region;52.00;33.00;0.00;0.00;152.00;2.00;14.00
11.04.2020;Новгородская область;Novgorod region;53.00;0.00;0.00;1.00;18.00;0.00;4.00
11.04.2020;Новосибирская область;Novosibirsk region;54.00;7.00;0.00;2.00;28.00;0.00;10.00
11.04.2020;Орловская область;Oryol Region;57.00;5.00;0.00;0.00;29.00;0.00;3.00
11.04.2020;Пермский край;Perm;59.00;0.00;0.00;9.00;45.00;3.00;15.00
11.04.2020;Приморский край;Primorsky Krai;25.00;3.00;0.00;0.00;23.00;2.00;2.00
11.04.2020;Псковская область;Pskov region;60.00;0.00;0.00;1.00;16.00;2.00;6.00
11.04.2020;Республика Башкортостан;Republic of Bashkortostan;2.00;25.00;0.00;1.00;65.00;0.00;7.00
11.04.2020;Республика Бурятия;The Republic of Buryatia;3.00;12.00;0.00;2.00;73.00;1.00;14.00
11.04.2020;Республика Дагестан;The Republic of Dagestan;5.00;26.00;0.00;0.00;84.00;0.00;4.00
11.04.2020;Республика Калмыкия;Republic of Kalmykia;8.00;9.00;0.00;0.00;32.00;0.00;5.00
11.04.2020;Республика Марий Эл;Mari El Republic;12.00;0.00;0.00;1.00;63.00;1.00;3.00
11.04.2020;Республика Мордовия;The Republic of Mordovia;13.00;0.00;0.00;1.00;19.00;0.00;4.00
11.04.2020;Республика Татарстан;Republic of Tatarstan;16.00;23.00;0.00;0.00;73.00;0.00;11.00
11.04.2020;Республика Хакасия;The Republic of Khakassia;19.00;3.00;0.00;0.00;12.00;0.00;3.00
11.04.2020;Республика Чувашия;Chuvash Republic;21.00;5.00;0.00;0.00;39.00;0.00;1.00
11.04.2020;Ростовская область;Rostov region;61.00;9.00;0.00;2.00;38.00;0.00;4.00
11.04.2020;Рязанская область;Ryazan Oblast;62.00;17.00;0.00;1.00;55.00;0.00;4.00
11.04.2020;Самарская область;Samara Region;63.00;1.00;0.00;3.00;21.00;0.00;14.00
11.04.2020;Санкт-Петербург;St. Petersburg;78.00;80.00;0.00;31.00;488.00;4.00;74.00
11.04.2020;Саратовская область;Saratov region;64.00;1.00;0.00;0.00;35.00;0.00;2.00
11.04.2020;Свердловская область;Sverdlovsk region;66.00;13.00;0.00;7.00;74.00;0.00;32.00
11.04.2020;Севастополь;Sevastopol;92.00;1.00;0.00;2.00;6.00;0.00;4.00
11.04.2020;Смоленская область;Smolensk region;67.00;4.00;0.00;0.00;17.00;0.00;1.00
11.04.2020;Ставропольский край;Stavropol region;26.00;14.00;1.00;3.00;66.00;2.00;9.00
11.04.2020;Тамбовская область;Tambov Region;68.00;0.00;0.00;3.00;33.00;0.00;6.00
11.04.2020;Тверская область;Tver region;69.00;7.00;0.00;0.00;31.00;0.00;3.00
11.04.2020;Томская область;Tomsk region;70.00;0.00;0.00;2.00;4.00;0.00;3.00
11.04.2020;Тульская область;Tula region;71.00;0.00;0.00;2.00;71.00;0.00;9.00
11.04.2020;Тюменская область;Tyumen region;72.00;8.00;0.00;0.00;30.00;0.00;4.00
11.04.2020;Удмуртская Республика;Udmurt republic;18.00;2.00;0.00;0.00;13.00;0.00;3.00
11.04.2020;Ульяновская область;Ulyanovsk region;73.00;22.00;0.00;0.00;62.00;0.00;2.00
11.04.2020;Хабаровский край;Khabarovsk region;27.00;1.00;1.00;1.00;29.00;2.00;7.00
11.04.2020;Ханты-Мансийский АО;Khanty-Mansiysk;86.00;0.00;0.00;1.00;41.00;0.00;5.00
11.04.2020;Челябинская область;Chelyabinsk region;74.00;8.00;0.00;1.00;42.00;0.00;11.00
11.04.2020;Чеченская Республика;Chechen Republic;95.00;8.00;0.00;0.00;30.00;1.00;15.00
11.04.2020;Республика Саха (Якутия);The Republic of Sakha (Yakutia);14.00;3.00;0.00;3.00;19.00;0.00;13.00
11.04.2020;Ямало-Ненецкий АО;Yamalo-Nenets Autonomous Okrug;89.00;9.00;0.00;0.00;50.00;1.00;0.00
12.04.2020;Алтайский край;Altai region;22.00;0.00;0.00;1.00;29.00;0.00;3.00
12.04.2020;Амурская область;Amurskaya Oblast;28.00;0.00;0.00;0.00;6.00;0.00;1.00
12.04.2020;Астраханская область;Astrakhan region;30.00;8.00;0.00;0.00;29.00;0.00;0.00
12.04.2020;Белгородская область;Belgorod region;31.00;5.00;0.00;1.00;31.00;0.00;3.00
12.04.2020;Брянская область;Bryansk region;32.00;18.00;0.00;0.00;141.00;0.00;3.00
12.04.2020;Владимирская область;Vladimir region;33.00;23.00;0.00;0.00;71.00;1.00;1.00
12.04.2020;Волгоградская область;Volgograd region;34.00;5.00;0.00;2.00;38.00;0.00;7.00
12.04.2020;Вологодская область;Vologda Region;35.00;3.00;0.00;0.00;42.00;0.00;0.00
12.04.2020;Воронежская область;Voronezh region;36.00;12.00;0.00;2.00;49.00;0.00;12.00
12.04.2020;Ивановская область;Ivanovo region;37.00;18.00;0.00;0.00;80.00;0.00;7.00
12.04.2020;Иркутская область;Irkutsk region;38.00;7.00;0.00;0.00;35.00;2.00;0.00
12.04.2020;Кабардино-Балкарская Республика;Kabardino-Balkar Republic;7.00;5.00;0.00;1.00;35.00;0.00;3.00
12.04.2020;Калининградская область;Kaliningrad region;39.00;5.00;0.00;4.00;70.00;1.00;16.00
12.04.2020;Калужская область;Kaluga region;40.00;0.00;0.00;2.00;24.00;0.00;5.00
12.04.2020;Карачаево-Черкесская Республика;Karachay-Cherkess Republic;9.00;2.00;0.00;0.00;11.00;0.00;0.00
12.04.2020;Кировская область;Kirov region;43.00;1.00;0.00;0.00;36.00;0.00;9.00
12.04.2020;Костромская область;Kostroma region;44.00;3.00;1.00;0.00;18.00;2.00;3.00
12.04.2020;Краснодарский край;Krasnodar region;23.00;31.00;0.00;0.00;169.00;3.00;25.00
12.04.2020;Красноярский край;Krasnoyarsk region;24.00;25.00;0.00;0.00;85.00;0.00;8.00
12.04.2020;Курганская область;Kurgan region;45.00;1.00;0.00;0.00;4.00;0.00;1.00
12.04.2020;Курская область;Kursk region;46.00;1.00;0.00;0.00;43.00;0.00;3.00
12.04.2020;Ленинградская область;Leningrad region;47.00;5.00;0.00;0.00;139.00;0.00;3.00
12.04.2020;Липецкая область;Lipetsk region;48.00;5.00;0.00;0.00;63.00;0.00;10.00
12.04.2020;Москва;Moscow;77.00;1306.00;14.00;188.00;10158.00;72.00;687.00
12.04.2020;Московская область;Moscow region;50.00;278.00;4.00;6.00;1360.00;18.00;75.00
12.04.2020;Мурманская область;Murmansk region;51.00;61.00;0.00;4.00;128.00;0.00;10.00
12.04.2020;Нижегородская область;Nizhny Novgorod Region;52.00;42.00;0.00;0.00;194.00;2.00;14.00
12.04.2020;Новосибирская область;Novosibirsk region;54.00;10.00;0.00;0.00;38.00;0.00;10.00
12.04.2020;Омская область;Omsk region;55.00;2.00;0.00;2.00;19.00;0.00;5.00
12.04.2020;Оренбургская область;Orenburg region;56.00;0.00;0.00;1.00;25.00;1.00;5.00
12.04.2020;Пермский край;Perm;59.00;15.00;0.00;0.00;60.00;3.00;15.00
12.04.2020;Приморский край;Primorsky Krai;25.00;1.00;0.00;0.00;24.00;2.00;2.00
12.04.2020;Республика Адыгея;Republic of Adygea;1.00;0.00;0.00;3.00;20.00;0.00;5.00
12.04.2020;Республика Башкортостан;Republic of Bashkortostan;2.00;19.00;1.00;0.00;84.00;1.00;7.00
12.04.2020;Республика Бурятия;The Republic of Buryatia;3.00;0.00;0.00;1.00;73.00;1.00;15.00
12.04.2020;Республика Дагестан;The Republic of Dagestan;5.00;0.00;0.00;5.00;84.00;0.00;9.00
12.04.2020;Республика Ингушетия;The Republic of Ingushetia;6.00;0.00;1.00;0.00;29.00;1.00;0.00
12.04.2020;Республика Крым;Republic of Crimea;82.00;2.00;0.00;5.00;31.00;0.00;12.00
12.04.2020;Республика Марий Эл;Mari El Republic;12.00;7.00;0.00;2.00;70.00;1.00;5.00
12.04.2020;Республика Мордовия;The Republic of Mordovia;13.00;23.00;0.00;0.00;42.00;0.00;4.00
12.04.2020;Республика Северная Осетия - Алания;Republic of North Ossetia - Alania;15.00;7.00;0.00;0.00;34.00;1.00;1.00
12.04.2020;Республика Татарстан;Republic of Tatarstan;16.00;0.00;0.00;3.00;73.00;0.00;14.00
12.04.2020;Республика Чувашия;Chuvash Republic;21.00;11.00;0.00;1.00;50.00;0.00;2.00
12.04.2020;Ростовская область;Rostov region;61.00;14.00;0.00;0.00;52.00;0.00;4.00
12.04.2020;Рязанская область;Ryazan Oblast;62.00;16.00;0.00;0.00;71.00;0.00;4.00
12.04.2020;Самарская область;Samara Region;63.00;3.00;0.00;0.00;24.00;0.00;14.00
12.04.2020;Санкт-Петербург;St. Petersburg;78.00;69.00;0.00;0.00;557.00;4.00;74.00
12.04.2020;Саратовская область;Saratov region;64.00;7.00;0.00;0.00;42.00;0.00;2.00
12.04.2020;Свердловская область;Sverdlovsk region;66.00;4.00;0.00;3.00;78.00;0.00;35.00
12.04.2020;Смоленская область;Smolensk region;67.00;0.00;1.00;0.00;17.00;1.00;1.00
12.04.2020;Ставропольский край;Stavropol region;26.00;8.00;0.00;1.00;74.00;2.00;10.00
12.04.2020;Тамбовская область;Tambov Region;68.00;15.00;0.00;0.00;48.00;0.00;6.00
12.04.2020;Тульская область;Tula region;71.00;3.00;0.00;0.00;74.00;0.00;9.00
12.04.2020;Тюменская область;Tyumen region;72.00;9.00;1.00;4.00;39.00;1.00;8.00
12.04.2020;Ульяновская область;Ulyanovsk region;73.00;8.00;0.00;0.00;70.00;0.00;2.00
12.04.2020;Чеченская Республика;Chechen Republic;95.00;17.00;2.00;0.00;47.00;3.00;15.00
12.04.2020;Республика Саха (Якутия);The Republic of Sakha (Yakutia);14.00;3.00;0.00;0.00;22.00;0.00;13.00
12.04.2020;Ямало-Ненецкий АО;Yamalo-Nenets Autonomous Okrug;89.00;12.00;0.00;0.00;62.00;1.00;0.00
12.04.2020;Ярославская область;Yaroslavl region;76.00;14.00;0.00;1.00;27.00;0.00;3.00
13.04.2020;Алтайский край;Altai region;22.00;2.00;0.00;0.00;31.00;0.00;3.00
13.04.2020;Амурская область;Amurskaya Oblast;28.00;0.00;0.00;0.00;6.00;0.00;1.00
13.04.2020;Архангельская область;Arkhangelsk region;29.00;7.00;0.00;0.00;31.00;0.00;5.00
