Country;City;Date;SI_index
Беларусь;Мозырь;03.03.2020;1.40
Беларусь;Мозырь;03.04.2020;2.10
Беларусь;Мозырь;04.03.2020;1.40
Беларусь;Мозырь;04.04.2020;2.80
Беларусь;Мозырь;05.03.2020;1.50
Беларусь;Мозырь;05.04.2020;3.60
Беларусь;Мозырь;06.03.2020;1.40
Беларусь;Мозырь;06.04.2020;2.20
Беларусь;Мозырь;07.03.2020;2.50
Беларусь;Мозырь;07.04.2020;2.10
Беларусь;Мозырь;08.03.2020;2.80
Беларусь;Мозырь;08.04.2020;2.10
Беларусь;Мозырь;09.03.2020;1.70
Беларусь;Мозырь;09.04.2020;2.10
Беларусь;Мозырь;10.03.2020;1.40
Беларусь;Мозырь;10.04.2020;2.10
Беларусь;Мозырь;11.03.2020;1.40
Беларусь;Мозырь;11.04.2020;3.10
Беларусь;Мозырь;12.03.2020;1.40
Беларусь;Мозырь;12.04.2020;3.50
Беларусь;Мозырь;13.03.2020;1.30
Беларусь;Мозырь;13.04.2020;2.10
Беларусь;Мозырь;14.03.2020;2.80
Беларусь;Мозырь;14.04.2020;2.20
Беларусь;Мозырь;15.03.2020;3.30
Беларусь;Мозырь;15.04.2020;2.10
Беларусь;Мозырь;16.03.2020;1.60
Беларусь;Мозырь;16.04.2020;2.30
Беларусь;Мозырь;17.03.2020;1.50
Беларусь;Мозырь;17.04.2020;2.10
Беларусь;Мозырь;18.03.2020;1.30
Беларусь;Мозырь;18.04.2020;3.20
Беларусь;Мозырь;19.03.2020;1.40
Беларусь;Мозырь;19.04.2020;3.60
Беларусь;Мозырь;20.03.2020;1.30
Беларусь;Мозырь;20.04.2020;2.10
Беларусь;Мозырь;21.03.2020;2.50
Беларусь;Мозырь;21.04.2020;1.90
Беларусь;Мозырь;22.03.2020;3.40
Беларусь;Мозырь;22.04.2020;1.90
Беларусь;Мозырь;23.02.2020;3.20
Беларусь;Мозырь;23.03.2020;1.60
Беларусь;Мозырь;23.04.2020;1.90
Беларусь;Мозырь;24.02.2020;1.70
Беларусь;Мозырь;24.03.2020;1.50
Беларусь;Мозырь;24.04.2020;1.90
Беларусь;Мозырь;25.02.2020;1.50
Беларусь;Мозырь;25.03.2020;1.50
Беларусь;Мозырь;25.04.2020;2.60
Беларусь;Мозырь;26.02.2020;1.50
Беларусь;Мозырь;26.03.2020;1.50
Беларусь;Мозырь;26.04.2020;3.20
Беларусь;Мозырь;27.02.2020;1.50
Беларусь;Мозырь;27.03.2020;1.40
Беларусь;Мозырь;27.04.2020;3.10
Беларусь;Мозырь;28.02.2020;1.50
Беларусь;Мозырь;28.03.2020;2.50
Беларусь;Мозырь;29.02.2020;2.70
Беларусь;Мозырь;29.03.2020;3.00
Беларусь;Мозырь;30.03.2020;2.00
Беларусь;Мозырь;31.03.2020;1.90
Беларусь;Молодечно;01.03.2020;3.30
Беларусь;Молодечно;01.04.2020;2.20
Беларусь;Молодечно;02.03.2020;1.40
Беларусь;Молодечно;02.04.2020;2.20
Беларусь;Молодечно;03.03.2020;1.30
Беларусь;Молодечно;03.04.2020;2.30
Беларусь;Молодечно;04.03.2020;1.30
Беларусь;Молодечно;04.04.2020;2.80
Беларусь;Молодечно;05.03.2020;1.30
Беларусь;Молодечно;05.04.2020;3.60
Беларусь;Молодечно;06.03.2020;1.30
Беларусь;Молодечно;06.04.2020;2.20
Беларусь;Молодечно;07.03.2020;2.50
Беларусь;Молодечно;07.04.2020;2.10
Беларусь;Молодечно;08.03.2020;2.90
Беларусь;Молодечно;08.04.2020;2.10
Беларусь;Молодечно;09.03.2020;1.50
Беларусь;Молодечно;09.04.2020;2.20
Беларусь;Молодечно;10.03.2020;1.30
Беларусь;Молодечно;10.04.2020;2.10
Беларусь;Молодечно;11.03.2020;1.40
Беларусь;Молодечно;11.04.2020;3.20
Беларусь;Молодечно;12.03.2020;1.30
Беларусь;Молодечно;12.04.2020;3.60
Беларусь;Молодечно;13.03.2020;1.40
Беларусь;Молодечно;13.04.2020;2.30
Беларусь;Молодечно;14.03.2020;2.80
Беларусь;Молодечно;14.04.2020;2.30
Беларусь;Молодечно;15.03.2020;3.20
Беларусь;Молодечно;15.04.2020;2.40
Беларусь;Молодечно;16.03.2020;1.50
Беларусь;Молодечно;16.04.2020;2.30
Беларусь;Молодечно;17.03.2020;1.40
Беларусь;Молодечно;17.04.2020;2.30
Беларусь;Молодечно;18.03.2020;1.40
Беларусь;Молодечно;18.04.2020;3.20
Беларусь;Молодечно;19.03.2020;1.50
Беларусь;Молодечно;19.04.2020;3.60
Беларусь;Молодечно;20.03.2020;1.40
Беларусь;Молодечно;20.04.2020;2.20
Беларусь;Молодечно;21.03.2020;2.80
Беларусь;Молодечно;21.04.2020;2.00
Беларусь;Молодечно;22.03.2020;3.30
Беларусь;Молодечно;22.04.2020;1.90
Беларусь;Молодечно;23.02.2020;3.10
Беларусь;Молодечно;23.03.2020;1.60
Беларусь;Молодечно;23.04.2020;1.80
Беларусь;Молодечно;24.02.2020;1.50
Беларусь;Молодечно;24.03.2020;1.50
Беларусь;Молодечно;24.04.2020;1.80
Беларусь;Молодечно;25.02.2020;1.40
Беларусь;Молодечно;25.03.2020;1.50
Беларусь;Молодечно;25.04.2020;2.70
Беларусь;Молодечно;26.02.2020;1.30
Беларусь;Молодечно;26.03.2020;1.40
Беларусь;Молодечно;26.04.2020;3.30
Беларусь;Молодечно;27.02.2020;1.40
Беларусь;Молодечно;27.03.2020;1.40
Беларусь;Молодечно;27.04.2020;3.10
Беларусь;Молодечно;28.02.2020;1.40
Беларусь;Молодечно;28.03.2020;2.60
Беларусь;Молодечно;29.02.2020;2.70
Беларусь;Молодечно;29.03.2020;3.20
Беларусь;Молодечно;30.03.2020;2.00
Беларусь;Молодечно;31.03.2020;1.90
Беларусь;Новополоцк;01.03.2020;3.70
Беларусь;Новополоцк;01.04.2020;2.40
Беларусь;Новополоцк;02.03.2020;1.60
Беларусь;Новополоцк;02.04.2020;2.60
Беларусь;Новополоцк;03.03.2020;1.50
Беларусь;Новополоцк;03.04.2020;2.60
Беларусь;Новополоцк;04.03.2020;1.50
Беларусь;Новополоцк;04.04.2020;3.20
Беларусь;Новополоцк;05.03.2020;1.50
Беларусь;Новополоцк;05.04.2020;3.90
Беларусь;Новополоцк;06.03.2020;1.50
Беларусь;Новополоцк;06.04.2020;2.50
Беларусь;Новополоцк;07.03.2020;3.00
Беларусь;Новополоцк;07.04.2020;2.40
Беларусь;Новополоцк;08.03.2020;3.30
Беларусь;Новополоцк;08.04.2020;2.50
Беларусь;Новополоцк;09.03.2020;1.60
Беларусь;Новополоцк;09.04.2020;2.50
Беларусь;Новополоцк;10.03.2020;1.40
Беларусь;Новополоцк;10.04.2020;2.40
Беларусь;Новополоцк;11.03.2020;1.60
Беларусь;Новополоцк;11.04.2020;3.50
Беларусь;Новополоцк;12.03.2020;1.50
Беларусь;Новополоцк;12.04.2020;3.90
Беларусь;Новополоцк;13.03.2020;1.60
Беларусь;Новополоцк;13.04.2020;2.40
Беларусь;Новополоцк;14.03.2020;3.30
Беларусь;Новополоцк;14.04.2020;2.50
Беларусь;Новополоцк;15.03.2020;3.60
Беларусь;Новополоцк;15.04.2020;2.70
Беларусь;Новополоцк;16.03.2020;1.60
Беларусь;Новополоцк;16.04.2020;2.60
Беларусь;Новополоцк;17.03.2020;1.50
Беларусь;Новополоцк;17.04.2020;2.60
Беларусь;Новополоцк;18.03.2020;1.60
Беларусь;Новополоцк;18.04.2020;3.70
Беларусь;Новополоцк;19.03.2020;1.60
Беларусь;Новополоцк;19.04.2020;4.00
Беларусь;Новополоцк;20.03.2020;1.60
Беларусь;Новополоцк;20.04.2020;2.30
Беларусь;Новополоцк;21.03.2020;3.40
Беларусь;Новополоцк;21.04.2020;2.20
Беларусь;Новополоцк;22.03.2020;3.70
Беларусь;Новополоцк;22.04.2020;2.10
Беларусь;Новополоцк;23.02.2020;3.60
Беларусь;Новополоцк;23.03.2020;1.80
Беларусь;Новополоцк;23.04.2020;2.00
Беларусь;Новополоцк;24.02.2020;1.80
Беларусь;Новополоцк;24.03.2020;1.70
Беларусь;Новополоцк;24.04.2020;2.00
Беларусь;Новополоцк;25.02.2020;1.50
Беларусь;Новополоцк;25.03.2020;1.70
Беларусь;Новополоцк;25.04.2020;3.00
Беларусь;Новополоцк;26.02.2020;1.60
Беларусь;Новополоцк;26.03.2020;1.70
Беларусь;Новополоцк;26.04.2020;3.50
Беларусь;Новополоцк;27.02.2020;1.70
Беларусь;Новополоцк;27.03.2020;1.70
Беларусь;Новополоцк;27.04.2020;3.40
Беларусь;Новополоцк;28.02.2020;1.60
Беларусь;Новополоцк;28.03.2020;3.00
Беларусь;Новополоцк;29.02.2020;3.10
Беларусь;Новополоцк;29.03.2020;3.60
Беларусь;Новополоцк;30.03.2020;2.10
Беларусь;Новополоцк;31.03.2020;2.10
Беларусь;Орша;01.03.2020;3.30
Беларусь;Орша;01.04.2020;2.40
Беларусь;Орша;02.03.2020;1.70
Беларусь;Орша;02.04.2020;2.50
Беларусь;Орша;03.03.2020;1.50
Беларусь;Орша;03.04.2020;2.40
Беларусь;Орша;04.03.2020;1.50
Беларусь;Орша;04.04.2020;2.90
Беларусь;Орша;05.03.2020;1.60
Беларусь;Орша;05.04.2020;3.70
Беларусь;Орша;06.03.2020;1.60
Беларусь;Орша;06.04.2020;2.50
Беларусь;Орша;07.03.2020;2.60
Беларусь;Орша;07.04.2020;2.40
Беларусь;Орша;08.03.2020;3.00
Беларусь;Орша;08.04.2020;2.40
Беларусь;Орша;09.03.2020;1.80
Беларусь;Орша;09.04.2020;2.30
Беларусь;Орша;10.03.2020;1.60
Беларусь;Орша;10.04.2020;2.40
Беларусь;Орша;11.03.2020;1.60
Беларусь;Орша;11.04.2020;3.30
Беларусь;Орша;12.03.2020;1.60
Беларусь;Орша;12.04.2020;3.60
Беларусь;Орша;13.03.2020;1.70
Беларусь;Орша;13.04.2020;2.40
Беларусь;Орша;14.03.2020;2.90
Беларусь;Орша;14.04.2020;2.30
Беларусь;Орша;15.03.2020;3.40
Беларусь;Орша;15.04.2020;2.40
Беларусь;Орша;16.03.2020;1.80
Беларусь;Орша;16.04.2020;2.50
Беларусь;Орша;17.03.2020;1.70
Беларусь;Орша;17.04.2020;2.40
Беларусь;Орша;18.03.2020;1.60
Беларусь;Орша;18.04.2020;3.30
Беларусь;Орша;19.03.2020;1.50
Беларусь;Орша;19.04.2020;3.70
Беларусь;Орша;20.03.2020;1.60
Беларусь;Орша;20.04.2020;2.40
Беларусь;Орша;21.03.2020;2.90
Беларусь;Орша;21.04.2020;2.20
Беларусь;Орша;22.03.2020;3.40
Беларусь;Орша;22.04.2020;2.20
Беларусь;Орша;23.02.2020;3.20
Беларусь;Орша;23.03.2020;1.90
Беларусь;Орша;23.04.2020;2.10
Беларусь;Орша;24.02.2020;1.80
Беларусь;Орша;24.03.2020;1.70
Беларусь;Орша;24.04.2020;2.00
Беларусь;Орша;25.02.2020;1.50
Беларусь;Орша;25.03.2020;1.60
Беларусь;Орша;25.04.2020;2.70
Беларусь;Орша;26.02.2020;1.70
Беларусь;Орша;26.03.2020;1.70
Беларусь;Орша;26.04.2020;3.10
Беларусь;Орша;27.02.2020;1.70
Беларусь;Орша;27.03.2020;1.70
Беларусь;Орша;27.04.2020;3.10
Беларусь;Орша;28.02.2020;1.50
Беларусь;Орша;28.03.2020;2.60
Беларусь;Орша;29.02.2020;2.80
Беларусь;Орша;29.03.2020;3.20
Беларусь;Орша;30.03.2020;2.40
Беларусь;Орша;31.03.2020;2.20
Беларусь;Пинск;01.03.2020;3.40
Беларусь;Пинск;01.04.2020;2.10
Беларусь;Пинск;02.03.2020;1.70
Беларусь;Пинск;02.04.2020;2.20
Беларусь;Пинск;03.03.2020;1.40
Беларусь;Пинск;03.04.2020;2.30
Беларусь;Пинск;04.03.2020;1.50
Беларусь;Пинск;04.04.2020;2.90
Беларусь;Пинск;05.03.2020;1.50
Беларусь;Пинск;05.04.2020;3.70
Беларусь;Пинск;06.03.2020;1.50
Беларусь;Пинск;06.04.2020;2.20
Беларусь;Пинск;07.03.2020;2.70
Беларусь;Пинск;07.04.2020;2.20
Беларусь;Пинск;08.03.2020;3.10
Беларусь;Пинск;08.04.2020;2.10
Беларусь;Пинск;09.03.2020;1.70
Беларусь;Пинск;09.04.2020;2.10
Беларусь;Пинск;10.03.2020;1.40
Беларусь;Пинск;10.04.2020;2.30
Беларусь;Пинск;11.03.2020;1.50
Беларусь;Пинск;11.04.2020;3.30
Беларусь;Пинск;12.03.2020;1.40
Беларусь;Пинск;12.04.2020;3.70
Беларусь;Пинск;13.03.2020;1.40
Беларусь;Пинск;13.04.2020;2.20
Беларусь;Пинск;14.03.2020;3.10
Беларусь;Пинск;14.04.2020;2.30
Беларусь;Пинск;15.03.2020;3.40
Беларусь;Пинск;15.04.2020;2.40
Беларусь;Пинск;16.03.2020;1.60
Беларусь;Пинск;16.04.2020;2.30
Беларусь;Пинск;17.03.2020;1.50
Беларусь;Пинск;17.04.2020;2.30
Беларусь;Пинск;18.03.2020;1.50
Беларусь;Пинск;18.04.2020;3.60
Беларусь;Пинск;19.03.2020;1.50
Беларусь;Пинск;19.04.2020;3.80
Беларусь;Пинск;20.03.2020;1.50
Беларусь;Пинск;20.04.2020;2.70
Беларусь;Пинск;21.03.2020;2.90
Беларусь;Пинск;21.04.2020;2.20
Беларусь;Пинск;22.03.2020;3.70
Беларусь;Пинск;22.04.2020;2.10
Беларусь;Пинск;23.02.2020;3.40
Беларусь;Пинск;23.03.2020;1.70
Беларусь;Пинск;23.04.2020;2.10
Беларусь;Пинск;24.02.2020;1.80
Беларусь;Пинск;24.03.2020;1.60
Беларусь;Пинск;24.04.2020;2.10
Беларусь;Пинск;25.02.2020;1.60
Беларусь;Пинск;25.03.2020;1.60
Беларусь;Пинск;25.04.2020;3.20
Беларусь;Пинск;26.02.2020;1.50
Беларусь;Пинск;26.03.2020;1.60
Беларусь;Пинск;26.04.2020;3.50
Беларусь;Пинск;27.02.2020;1.60
Беларусь;Пинск;27.03.2020;1.60
Беларусь;Пинск;27.04.2020;3.10
Беларусь;Пинск;28.02.2020;1.50
Беларусь;Пинск;28.03.2020;2.80
Беларусь;Пинск;29.02.2020;2.90
Беларусь;Пинск;29.03.2020;3.30
Беларусь;Пинск;30.03.2020;2.20
Беларусь;Пинск;31.03.2020;2.00
Беларусь;Речица;01.03.2020;3.50
Беларусь;Речица;01.04.2020;2.60
Беларусь;Речица;02.03.2020;2.30
Беларусь;Речица;02.04.2020;2.60
Беларусь;Речица;03.03.2020;1.90
Беларусь;Речица;03.04.2020;2.50
Беларусь;Речица;04.03.2020;1.90
Беларусь;Речица;04.04.2020;2.90
Беларусь;Речица;05.03.2020;1.90
Беларусь;Речица;05.04.2020;3.60
Беларусь;Речица;06.03.2020;1.90
Беларусь;Речица;06.04.2020;2.60
Беларусь;Речица;07.03.2020;2.80
Беларусь;Речица;07.04.2020;2.60
Беларусь;Речица;08.03.2020;3.00
Беларусь;Речица;08.04.2020;2.50
Беларусь;Речица;09.03.2020;2.30
Беларусь;Речица;09.04.2020;2.50
Беларусь;Речица;10.03.2020;2.00
Беларусь;Речица;10.04.2020;2.60
Беларусь;Речица;11.03.2020;2.00
Беларусь;Речица;11.04.2020;3.30
Беларусь;Речица;12.03.2020;2.00
Беларусь;Речица;12.04.2020;3.70
Беларусь;Речица;13.03.2020;1.90
Беларусь;Речица;13.04.2020;2.60
Беларусь;Речица;14.03.2020;3.10
Беларусь;Речица;14.04.2020;2.60
Беларусь;Речица;15.03.2020;3.50
Беларусь;Речица;15.04.2020;2.70
Беларусь;Речица;16.03.2020;2.10
Беларусь;Речица;16.04.2020;2.80
Беларусь;Речица;17.03.2020;2.10
Беларусь;Речица;17.04.2020;2.60
Беларусь;Речица;18.03.2020;2.00
Беларусь;Речица;18.04.2020;3.40
Беларусь;Речица;19.03.2020;2.00
Беларусь;Речица;19.04.2020;3.60
Беларусь;Речица;20.03.2020;2.00
Беларусь;Речица;20.04.2020;2.70
Беларусь;Речица;21.03.2020;3.00
Беларусь;Речица;21.04.2020;2.40
Беларусь;Речица;22.03.2020;3.70
Беларусь;Речица;22.04.2020;2.40
Беларусь;Речица;23.02.2020;3.40
Беларусь;Речица;23.03.2020;2.30
Беларусь;Речица;23.04.2020;2.40
Беларусь;Речица;24.02.2020;2.20
Беларусь;Речица;24.03.2020;2.20
Беларусь;Речица;24.04.2020;2.30
Беларусь;Речица;25.02.2020;2.00
Беларусь;Речица;25.03.2020;2.20
Беларусь;Речица;25.04.2020;2.70
Беларусь;Речица;26.02.2020;2.10
Беларусь;Речица;26.03.2020;2.10
Беларусь;Речица;26.04.2020;3.30
Беларусь;Речица;27.02.2020;2.10
Беларусь;Речица;27.03.2020;2.10
Беларусь;Речица;27.04.2020;3.30
Беларусь;Речица;28.02.2020;1.90
Беларусь;Речица;28.03.2020;2.80
Беларусь;Речица;29.02.2020;2.90
Беларусь;Речица;29.03.2020;3.30
Беларусь;Речица;30.03.2020;2.60
Беларусь;Речица;31.03.2020;2.50
Беларусь;Светлогорск;01.03.2020;3.60
Беларусь;Светлогорск;01.04.2020;2.30
Беларусь;Светлогорск;02.03.2020;2.00
Беларусь;Светлогорск;02.04.2020;2.40
Беларусь;Светлогорск;03.03.2020;1.80
Беларусь;Светлогорск;03.04.2020;2.50
Беларусь;Светлогорск;04.03.2020;1.70
Беларусь;Светлогорск;04.04.2020;3.00
Беларусь;Светлогорск;05.03.2020;1.80
Беларусь;Светлогорск;05.04.2020;3.80
Беларусь;Светлогорск;06.03.2020;1.90
Беларусь;Светлогорск;06.04.2020;2.40
Беларусь;Светлогорск;07.03.2020;3.00
Беларусь;Светлогорск;07.04.2020;2.30
Беларусь;Светлогорск;08.03.2020;3.10
Беларусь;Светлогорск;08.04.2020;2.30
Беларусь;Светлогорск;09.03.2020;2.10
Беларусь;Светлогорск;09.04.2020;2.40
Беларусь;Светлогорск;10.03.2020;1.90
Беларусь;Светлогорск;10.04.2020;2.40
Беларусь;Светлогорск;11.03.2020;1.80
Беларусь;Светлогорск;11.04.2020;3.40
Беларусь;Светлогорск;12.03.2020;1.80
Беларусь;Светлогорск;12.04.2020;3.70
Беларусь;Светлогорск;13.03.2020;1.80
Беларусь;Светлогорск;13.04.2020;2.40
Беларусь;Светлогорск;14.03.2020;3.20
Беларусь;Светлогорск;14.04.2020;2.50
Беларусь;Светлогорск;15.03.2020;3.70
Беларусь;Светлогорск;15.04.2020;2.50
Беларусь;Светлогорск;16.03.2020;2.00
Беларусь;Светлогорск;16.04.2020;2.60
Беларусь;Светлогорск;17.03.2020;1.90
Беларусь;Светлогорск;17.04.2020;2.50
Беларусь;Светлогорск;18.03.2020;1.90
Беларусь;Светлогорск;18.04.2020;3.60
Беларусь;Светлогорск;19.03.2020;1.80
Беларусь;Светлогорск;19.04.2020;3.70
Беларусь;Светлогорск;20.03.2020;1.80
Беларусь;Светлогорск;20.04.2020;2.50
Беларусь;Светлогорск;21.03.2020;3.10
Беларусь;Светлогорск;21.04.2020;2.40
Беларусь;Светлогорск;22.03.2020;3.80
Беларусь;Светлогорск;22.04.2020;2.40
Беларусь;Светлогорск;23.02.2020;3.50
Беларусь;Светлогорск;23.03.2020;2.10
Беларусь;Светлогорск;23.04.2020;2.20
Беларусь;Светлогорск;24.02.2020;2.10
Беларусь;Светлогорск;24.03.2020;2.00
Беларусь;Светлогорск;24.04.2020;2.10
Беларусь;Светлогорск;25.02.2020;1.90
Беларусь;Светлогорск;25.03.2020;2.00
Беларусь;Светлогорск;25.04.2020;2.90
Беларусь;Светлогорск;26.02.2020;2.00
Беларусь;Светлогорск;26.03.2020;1.90
Беларусь;Светлогорск;26.04.2020;3.40
Беларусь;Светлогорск;27.02.2020;1.90
Беларусь;Светлогорск;27.03.2020;1.90
Беларусь;Светлогорск;27.04.2020;3.30
Беларусь;Светлогорск;28.02.2020;1.90
Беларусь;Светлогорск;28.03.2020;3.00
Беларусь;Светлогорск;29.02.2020;3.10
Беларусь;Светлогорск;29.03.2020;3.40
Беларусь;Светлогорск;30.03.2020;2.30
Беларусь;Светлогорск;31.03.2020;2.20
Беларусь;Слуцк;01.03.2020;3.30
Беларусь;Слуцк;01.04.2020;2.30
Беларусь;Слуцк;02.03.2020;1.60
Беларусь;Слуцк;02.04.2020;2.40
Беларусь;Слуцк;03.03.2020;1.40
Беларусь;Слуцк;03.04.2020;2.40
Беларусь;Слуцк;04.03.2020;1.40
Беларусь;Слуцк;04.04.2020;2.90
Беларусь;Слуцк;05.03.2020;1.60
Беларусь;Слуцк;05.04.2020;3.60
Беларусь;Слуцк;06.03.2020;1.50
Беларусь;Слуцк;06.04.2020;2.40
Беларусь;Слуцк;07.03.2020;2.60
Беларусь;Слуцк;07.04.2020;2.30
Беларусь;Слуцк;08.03.2020;2.90
Беларусь;Слуцк;08.04.2020;2.20
Беларусь;Слуцк;09.03.2020;1.70
Беларусь;Слуцк;09.04.2020;2.20
Беларусь;Слуцк;10.03.2020;1.50
Беларусь;Слуцк;10.04.2020;2.30
Беларусь;Слуцк;11.03.2020;1.60
Беларусь;Слуцк;11.04.2020;3.20
Беларусь;Слуцк;12.03.2020;1.40
Беларусь;Слуцк;12.04.2020;3.50
Беларусь;Слуцк;13.03.2020;1.50
Беларусь;Слуцк;13.04.2020;2.40
Беларусь;Слуцк;14.03.2020;2.90
Беларусь;Слуцк;14.04.2020;2.30
Беларусь;Слуцк;15.03.2020;3.20
Беларусь;Слуцк;15.04.2020;2.50
Беларусь;Слуцк;16.03.2020;1.70
Беларусь;Слуцк;16.04.2020;2.50
Беларусь;Слуцк;17.03.2020;1.60
Беларусь;Слуцк;17.04.2020;2.40
Беларусь;Слуцк;18.03.2020;1.50
Беларусь;Слуцк;18.04.2020;3.30
Беларусь;Слуцк;19.03.2020;1.60
Беларусь;Слуцк;19.04.2020;3.70
Беларусь;Слуцк;20.03.2020;1.50
Беларусь;Слуцк;20.04.2020;2.40
Беларусь;Слуцк;21.03.2020;2.80
Беларусь;Слуцк;21.04.2020;2.10
Беларусь;Слуцк;22.03.2020;3.40
Беларусь;Слуцк;22.04.2020;2.10
Беларусь;Слуцк;23.02.2020;3.20
Беларусь;Слуцк;23.03.2020;1.90
Беларусь;Слуцк;23.04.2020;2.10
Беларусь;Слуцк;24.02.2020;1.80
Беларусь;Слуцк;24.03.2020;1.70
Беларусь;Слуцк;24.04.2020;2.00
Беларусь;Слуцк;25.02.2020;1.60
Беларусь;Слуцк;25.03.2020;1.60
Беларусь;Слуцк;25.04.2020;2.80
Беларусь;Слуцк;26.02.2020;1.50
Беларусь;Слуцк;26.03.2020;1.60
Беларусь;Слуцк;26.04.2020;3.10
Беларусь;Слуцк;27.02.2020;1.70
Беларусь;Слуцк;27.03.2020;1.60
Беларусь;Слуцк;27.04.2020;3.20
Беларусь;Слуцк;28.02.2020;1.50
Беларусь;Слуцк;28.03.2020;2.70
Беларусь;Слуцк;29.02.2020;2.80
Беларусь;Слуцк;29.03.2020;3.10
Беларусь;Слуцк;30.03.2020;2.30
Беларусь;Слуцк;31.03.2020;2.10
Беларусь;Солигорск;01.03.2020;3.50
Беларусь;Солигорск;01.04.2020;2.40
Беларусь;Солигорск;02.03.2020;2.00
Беларусь;Солигорск;02.04.2020;2.50
Беларусь;Солигорск;03.03.2020;1.70
Беларусь;Солигорск;03.04.2020;2.60
Беларусь;Солигорск;04.03.2020;1.70
Беларусь;Солигорск;04.04.2020;3.30
Беларусь;Солигорск;05.03.2020;1.90
Беларусь;Солигорск;05.04.2020;3.80
Беларусь;Солигорск;06.03.2020;1.80
Беларусь;Солигорск;06.04.2020;2.60
Беларусь;Солигорск;07.03.2020;2.90
Беларусь;Солигорск;07.04.2020;2.50
Беларусь;Солигорск;08.03.2020;3.10
Беларусь;Солигорск;08.04.2020;2.50
Беларусь;Солигорск;09.03.2020;2.00
Беларусь;Солигорск;09.04.2020;2.50
Беларусь;Солигорск;10.03.2020;1.80
Беларусь;Солигорск;10.04.2020;2.60
Беларусь;Солигорск;11.03.2020;2.00
Беларусь;Солигорск;11.04.2020;3.50
Беларусь;Солигорск;12.03.2020;1.80
Беларусь;Солигорск;12.04.2020;3.90
Беларусь;Солигорск;13.03.2020;1.70
Беларусь;Солигорск;13.04.2020;2.70
Беларусь;Солигорск;14.03.2020;3.20
Беларусь;Солигорск;14.04.2020;2.70
Беларусь;Солигорск;15.03.2020;3.50
Беларусь;Солигорск;15.04.2020;2.80
Беларусь;Солигорск;16.03.2020;1.90
Беларусь;Солигорск;16.04.2020;2.70
Беларусь;Солигорск;17.03.2020;1.90
Беларусь;Солигорск;17.04.2020;2.60
Беларусь;Солигорск;18.03.2020;1.80
Беларусь;Солигорск;18.04.2020;3.50
Беларусь;Солигорск;19.03.2020;1.90
Беларусь;Солигорск;19.04.2020;3.90
Беларусь;Солигорск;20.03.2020;1.80
Беларусь;Солигорск;20.04.2020;2.60
Беларусь;Солигорск;21.03.2020;3.20
Беларусь;Солигорск;21.04.2020;2.40
Беларусь;Солигорск;22.03.2020;3.80
Беларусь;Солигорск;22.04.2020;2.40
Беларусь;Солигорск;23.02.2020;3.50
Беларусь;Солигорск;23.03.2020;2.10
Беларусь;Солигорск;23.04.2020;2.40
Беларусь;Солигорск;24.02.2020;2.10
Беларусь;Солигорск;24.03.2020;2.00
Беларусь;Солигорск;24.04.2020;2.30
Беларусь;Солигорск;25.02.2020;1.90
Беларусь;Солигорск;25.03.2020;1.90
Беларусь;Солигорск;25.04.2020;3.20
Беларусь;Солигорск;26.02.2020;1.90
Беларусь;Солигорск;26.03.2020;2.00
Беларусь;Солигорск;26.04.2020;3.60
Беларусь;Солигорск;27.02.2020;1.90
Беларусь;Солигорск;27.03.2020;1.90
Беларусь;Солигорск;27.04.2020;3.30
Беларусь;Солигорск;28.02.2020;1.90
Беларусь;Солигорск;28.03.2020;3.00
Беларусь;Солигорск;29.02.2020;3.10
Беларусь;Солигорск;29.03.2020;3.40
Беларусь;Солигорск;30.03.2020;2.50
Беларусь;Солигорск;31.03.2020;2.40
Грузия;Батуми;01.03.2020;3.20
Грузия;Батуми;01.04.2020;3.80
Грузия;Батуми;02.03.2020;2.10
Грузия;Батуми;02.04.2020;3.80
Грузия;Батуми;03.03.2020;2.40
Грузия;Батуми;03.04.2020;3.60
Грузия;Батуми;04.03.2020;1.90
Грузия;Батуми;04.04.2020;3.90
Грузия;Батуми;05.03.2020;1.90
Грузия;Батуми;05.04.2020;3.90
Грузия;Батуми;06.03.2020;2.00
Грузия;Батуми;06.04.2020;3.70
Грузия;Батуми;07.03.2020;2.40
Грузия;Батуми;07.04.2020;3.90
Грузия;Батуми;08.03.2020;2.60
Грузия;Батуми;08.04.2020;3.60
Грузия;Батуми;09.03.2020;2.10
Грузия;Батуми;09.04.2020;3.90
Грузия;Батуми;10.03.2020;2.00
Грузия;Батуми;10.04.2020;3.60
Грузия;Батуми;11.03.2020;2.00
Грузия;Батуми;11.04.2020;3.70
Грузия;Батуми;12.03.2020;2.20
Грузия;Батуми;12.04.2020;4.00
Грузия;Батуми;13.03.2020;2.20
Грузия;Батуми;13.04.2020;3.60
Грузия;Батуми;14.03.2020;2.70
Грузия;Батуми;14.04.2020;3.50
Грузия;Батуми;15.03.2020;2.90
Грузия;Батуми;15.04.2020;3.60
Грузия;Батуми;16.03.2020;2.70
Грузия;Батуми;16.04.2020;4.00
Грузия;Батуми;17.03.2020;2.80
Грузия;Батуми;17.04.2020;4.10
Грузия;Батуми;18.03.2020;3.00
Грузия;Батуми;18.04.2020;4.30
Грузия;Батуми;19.03.2020;3.10
Грузия;Батуми;19.04.2020;4.40
Грузия;Батуми;20.03.2020;3.30
